,totPurchaseAmt,street1,zip,property
53669,5000.0,8329 Little Circle,55437,8329 Little Circle 55437
53670,275150.0,4525 Park Commons Drive #406,55416,4525 Park Commons Drive #406 55416
53671,430000.0,9649 Xylon Ave S,55438,9649 Xylon Ave S 55438
53672,215000.0,2713 Dakota Ave. S.,55416,2713 Dakota Ave. S. 55416
53673,130000.0,3539 Logan Ave N,55407,3539 Logan Ave N 55407
53674,280000.0,3619 E. 50th St.,55417,3619 E. 50th St. 55417
53675,210000.0,10100 Humboldt Ave s,55431,10100 Humboldt Ave s 55431
53676,190000.0,6438 Westchester Circle,55427,6438 Westchester Circle 55427
53677,161900.0,5119 Camden Ave. N,55430,5119 Camden Ave. N 55430
53679,397500.0,15102 64th Avenue N,55311,15102 64th Avenue N 55311
53680,152000.0,3414 Boardman Street,55417,3414 Boardman Street 55417
53681,40000.0,8112 Wentworth Avenue South,55420,8112 Wentworth Avenue South 55420
53682,123000.0,13341 90th Place North,55369,13341 90th Place North 55369
53684,286500.0,6620 Meadowlark Lane N,55369,6620 Meadowlark Lane N 55369
53685,465000.0,16535 77th Circle N,55311,16535 77th Circle N 55311
53686,344500.0,14911 Belvoir Dr,55345,14911 Belvoir Dr 55345
53687,682500.0,2764 Drew Avenue South,55416,2764 Drew Avenue South 55416
53690,85000.0,2927 Dupont Avenue North,55411,2927 Dupont Avenue North 55411
53691,38000.0,2927 Dupont Avenue N,55411,2927 Dupont Avenue N 55411
53692,33000.0,2927 Dupont Avenue N,55411,2927 Dupont Avenue N 55411
53693,75000.0,2818 Bryant Avenue N,55411,2818 Bryant Avenue N 55411
53696,379000.0,7030 Irving Avenue South,55423,7030 Irving Avenue South 55423
53697,450000.0,7712 Comstock Lane N,55311,7712 Comstock Lane N 55311
53699,377000.0,4500 Elmdale,55422,4500 Elmdale 55422
53700,315000.0,1644 Oregon Avenue,55426,1644 Oregon Avenue 55426
53701,969000.0,3016 Groveland School Rd,55391,3016 Groveland School Rd 55391
53702,285000.0,3014 Lake Shore Drive,55416,3014 Lake Shore Drive 55416
53705,307700.0,6327 Humboldt Avenue South,55423,6327 Humboldt Avenue South 55423
53706,165000.0,3255 Vincent Avenue North,55412,3255 Vincent Avenue North 55412
53707,382000.0,15001 Williston Lane,55345,15001 Williston Lane 55345
53708,4500000.0,510 Ferndale Rd W,55391,510 Ferndale Rd W 55391
53709,320000.0,7709 Vincent Avenue South,55423,7709 Vincent Avenue South 55423
53711,499000.0,6205 Lake Sarah Heights Drive,55373,6205 Lake Sarah Heights Drive 55373
53712,265000.0,4846 Birchwood Lane,55343,4846 Birchwood Lane 55343
53713,333900.0,4045 Harriet Ave,55409,4045 Harriet Ave 55409
53714,182000.0,7339 Russel Avenue S.,55423,7339 Russel Avenue S. 55423
53715,205000.0,6931 drew Ave N,55429,6931 drew Ave N 55429
53716,230000.0,3101 5th Avenue S,55408,3101 5th Avenue S 55408
53717,600000.0,4817 Vandervork Ave,55436,4817 Vandervork Ave 55436
53718,460000.0,7425 Shadyview Lane,55311,7425 Shadyview Lane 55311
53719,435990.0,,55344,
53721,443000.0,10709 Morgan Avenue South,55431,10709 Morgan Avenue South 55431
53722,423282.0,14473 Oxbow Lane,55327,14473 Oxbow Lane 55327
53725,400000.0,6001 GIRARD AVENUE SOUTH,55419,6001 GIRARD AVENUE SOUTH 55419
53726,234000.0,6745 Irving Avenue South,55423,6745 Irving Avenue South 55423
53727,75400.0,5140 Bryant Avenue North,55430,5140 Bryant Avenue North 55430
53728,129900.0,5445 Boone Ave N,55428,5445 Boone Ave N 55428
53729,889464.0,6029 Kellogg Avenue,55424,6029 Kellogg Avenue 55424
53730,226810.0,3116 Grimes Avenue North,55422,3116 Grimes Avenue North 55422
53732,479900.0,7368 Moonlight Lane,55346,7368 Moonlight Lane 55346
53733,463500.0,4728 Washburn Avenue S,55410,4728 Washburn Avenue S 55410
53734,147000.0,3539 3rd St NE,55418,3539 3rd St NE 55418
53735,171100.0,4308 78th Avenue North,55443,4308 78th Avenue North 55443
53736,150000.0,3831 Brookdale Circle North,55443,3831 Brookdale Circle North 55443
53737,240000.0,148 12th Avenue NE,55413,148 12th Avenue NE 55413
53739,227450.0,3533 44th Ave S,55406,3533 44th Ave S 55406
53741,170000.0,4817 Terracewood Drive,55437,4817 Terracewood Drive 55437
53742,549500.0,4011 East Valley Road,55391,4011 East Valley Road 55391
53743,181000.0,9817 Nicollet Avenue S,55420,9817 Nicollet Avenue S 55420
53744,322300.0,3794 Glacier Circle,55375,3794 Glacier Circle 55375
53747,675000.0,4413 Lafayette Lane,55384,4413 Lafayette Lane 55384
53748,325000.0,15517 Excelsior Boulevard,55345,15517 Excelsior Boulevard 55345
53750,412500.0,6104 HANSEN ROAD,55436,6104 HANSEN ROAD 55436
53751,150000.0,3542 5th Ave S,55408,3542 5th Ave S 55408
53752,329000.0,8021 Ridgeway Road,55426,8021 Ridgeway Road 55426
53753,1078000.0,3016 Groveland School Rd,55391,3016 Groveland School Rd 55391
53754,233500.0,12125 91st Avenue N,55369,12125 91st Avenue N 55369
53755,298500.0,5970 16th St. W,55416,5970 16th St. W 55416
53756,178100.0,7787 Yuzza Lane n,55311,7787 Yuzza Lane n 55311
53757,183000.0,4513 Xenia Avenue N,55422,4513 Xenia Avenue N 55422
53758,216495.0,11 W 34th Street,55408,11 W 34th Street 55408
53759,133000.0,"3136 County Road North, 101",55391,"3136 County Road North, 101 55391"
53760,8000.0,2019 Taylor Street Northeast,55418,2019 Taylor Street Northeast 55418
53762,73000.0,1335 Oliver Ave N,55411,1335 Oliver Ave N 55411
53763,276500.0,3275 Berwick Knoll N,55443,3275 Berwick Knoll N 55443
53764,580900.0,2012 Hampshire Avenue S,55426,2012 Hampshire Avenue S 55426
53767,360000.0,10609 Kyle Avenue North,55443,10609 Kyle Avenue North 55443
53768,106211.0,4120 38th Ave S,55406,4120 38th Ave S 55406
53769,155000.0,10424 Upton Avenue South,55431,10424 Upton Avenue South 55431
53770,257500.0,9637 Chicago Avenue South,55420,9637 Chicago Avenue South 55420
53771,270000.0,331 5th Avenue N,55343,331 5th Avenue N 55343
53772,104900.0,2659 Brookdale Lane,55444,2659 Brookdale Lane 55444
53773,152800.0,8186 Zenith Court N.,55443,8186 Zenith Court N. 55443
53775,340000.0,2327 Polk Street NE,55418,2327 Polk Street NE 55418
53776,274900.0,2239 Langdon Lane,55364,2239 Langdon Lane 55364
53778,255000.0,4051 Douglas Drive N.,55422,4051 Douglas Drive N. 55422
53779,382000.0,4232 Wooddale Avenue,55416,4232 Wooddale Avenue 55416
53780,300000.0,3142 3rd Ave. So.,55408,3142 3rd Ave. So. 55408
53781,182500.0,12605 Scharber Street,55374,12605 Scharber Street 55374
53783,200000.0,4833 Kentucky Ave N,55428,4833 Kentucky Ave N 55428
53784,284000.0,5423 Welcome Avenue North,55429,5423 Welcome Avenue North 55429
53785,310000.0,3245 Lanewood Lane N,55447,3245 Lanewood Lane N 55447
53786,610000.0,4936 York Avenue S,55410,4936 York Avenue S 55410
53790,250000.0,4240 29th Avenue S,55406,4240 29th Avenue S 55406
53792,140000.0,3536 23rd Avenue South,55407,3536 23rd Avenue South 55407
53793,259400.0,10933 Zenith Avenue S.,55431,10933 Zenith Avenue S. 55431
53794,215000.0,13028 Brookside Lane N.,55374,13028 Brookside Lane N. 55374
53795,313900.0,210 Farmdale Rd W,55343,210 Farmdale Rd W 55343
53796,135000.0,1317 82nd Ave N,55444,1317 82nd Ave N 55444
53797,276150.0,4035 Dahl Road,55364,4035 Dahl Road 55364
53798,520000.0,5025 Xerxes Avenue S,55410,5025 Xerxes Avenue S 55410
53799,185000.0,6301 Aldrich Avenue South,55423,6301 Aldrich Avenue South 55423
53800,282500.0,2326 Wilson Street,55418,2326 Wilson Street 55418
53801,161400.0,5225 Oliver Ave N,55430,5225 Oliver Ave N 55430
53802,207000.0,3608 Regent Avenue North,55422,3608 Regent Avenue North 55422
53803,230000.0,3804 Portland Avenue S,55406,3804 Portland Avenue S 55406
53805,178500.0,7921 Everest Lane N,55311,7921 Everest Lane N 55311
53809,629990.0,19320 Penny Royal Court,55340,19320 Penny Royal Court 55340
53810,110000.0,5632 Brunswick Avenue N,55429,5632 Brunswick Avenue N 55429
53811,215000.0,2505 Plymouth Road,55305,2505 Plymouth Road 55305
53812,280000.0,1424 Rhode Island Avenue North,55427,1424 Rhode Island Avenue North 55427
53813,175000.0,3825 2nd Avenue South,55408,3825 2nd Avenue South 55408
53815,350000.0,2503 Plymouth Road,55305,2503 Plymouth Road 55305
53818,297000.0,717 6th Ave S,55343,717 6th Ave S 55343
53819,350000.0,4217 West 70th Street,55435,4217 West 70th Street 55435
53820,180000.0,11242 Vessey Circle,55437,11242 Vessey Circle 55437
53821,190700.0,3952 30th Avenue S,55406,3952 30th Avenue S 55406
53823,187000.0,1811 Jackson Street NE,55418,1811 Jackson Street NE 55418
53825,538350.0,3538 Rainbow Dr.,55345,3538 Rainbow Dr. 55345
53826,571900.0,16130 53rd Ave N,55446,16130 53rd Ave N 55446
53827,210000.0,1508 86th Street East,55425,1508 86th Street East 55425
53828,250750.0,3420 18th Ave S,55407,3420 18th Ave S 55407
53830,220000.0,9836 Columbus Avenue S,55420,9836 Columbus Avenue S 55420
53831,274000.0,9024 11th Ave. S.,55420,9024 11th Ave. S. 55420
53832,670000.0,18744 Erin Bay,55347,18744 Erin Bay 55347
53834,1070000.0,4467 Lafayette Lane,55384,4467 Lafayette Lane 55384
53835,137700.0,2954 Dupont Ave N,55411,2954 Dupont Ave N 55411
53836,307900.0,7032 Carey Lane N,55369,7032 Carey Lane N 55369
53840,230000.0,1624 Gettysburg Avenue North,55427,1624 Gettysburg Avenue North 55427
53841,190000.0,3901 Halifax Avenue,55422,3901 Halifax Avenue 55422
53843,40000.0,3701 Oliver Avenue North,55412,3701 Oliver Avenue North 55412
53845,155000.0,2957 Russell Avenue North,55411,2957 Russell Avenue North 55411
53846,296000.0,3833 11th Avenue South,55407,3833 11th Avenue South 55407
53847,310000.0,8508 Stanley Avenue South,55437,8508 Stanley Avenue South 55437
53849,369900.0,7952 Victoria Way,55426,7952 Victoria Way 55426
53850,685255.0,17722 58th Circle North,55446,17722 58th Circle North 55446
53853,242000.0,1500 Towne Terrace,55431,1500 Towne Terrace 55431
53854,199000.0,220 West Point Road,55331,220 West Point Road 55331
53855,96450.0,2326 Irving Avenue N,55411,2326 Irving Avenue N 55411
53856,293250.0,7009 35th Avenue N,55427,7009 35th Avenue N 55427
53859,885000.0,6614 Parkwood Lane,55436,6614 Parkwood Lane 55436
53860,288000.0,16231 Westgate Trail,55344,16231 Westgate Trail 55344
53861,585000.0,7005 Lanham Lane,55439,7005 Lanham Lane 55439
53862,325000.0,13257 Oakwood Dr.,55374,13257 Oakwood Dr. 55374
53863,260000.0,6232 Annapolis Ln N,55311,6232 Annapolis Ln N 55311
53864,173000.0,8513 West 97th Street Circle,55438,8513 West 97th Street Circle 55438
53865,415000.0,,55082,
53867,447500.0,4817 W. 95 1/2 St,55437,4817 W. 95 1/2 St 55437
53868,380000.0,2916 22nd Street East,55406,2916 22nd Street East 55406
53871,236000.0,10206 Pilgrim Lane N,55369,10206 Pilgrim Lane N 55369
53872,469900.0,,55340,
53873,270000.0,7145 Quail Circle,55346,7145 Quail Circle 55346
53875,365000.0,12238  48th Place N,55442,12238  48th Place N 55442
53876,280000.0,19175 Homestead Circle,55346,19175 Homestead Circle 55346
53878,166311.0,7417 Colorado Avenue North,55443,7417 Colorado Avenue North 55443
53879,449900.0,16376 69th Place N.,55311,16376 69th Place N. 55311
53880,329900.0,3517 Therese Street,55391,3517 Therese Street 55391
53881,260000.0,2848 Colorado Avenue S,55416,2848 Colorado Avenue S 55416
53882,472000.0,5630 Vine Hill Rd.,55311,5630 Vine Hill Rd. 55311
53883,225000.0,100 Rustic Lodge,55419,100 Rustic Lodge 55419
53886,300000.0,3372 Yosemite Avenue South,55416,3372 Yosemite Avenue South 55416
53887,182500.0,4234 Vincent Ave N,55412,4234 Vincent Ave N 55412
53888,177000.0,6617 76th Ave N,55428,6617 76th Ave N 55428
53889,448000.0,5512 Brook Drive,55439,5512 Brook Drive 55439
53890,55000.0,5400 Yukon Avenue,55428,5400 Yukon Avenue 55428
53891,100000.0,5024 Zenith Ave. N,55429,5024 Zenith Ave. N 55429
53893,350000.0,9060 East staring Lane,55347,9060 East staring Lane 55347
53894,195000.0,1811 Jackson Street NE,55418,1811 Jackson Street NE 55418
53895,283000.0,13016 Northrup Trail,55347,13016 Northrup Trail 55347
53896,280000.0,2345 Winfield Avenue,55422,2345 Winfield Avenue 55422
53897,200000.0,1716 5th Street NE,55413,1716 5th Street NE 55413
53898,36000.0,3410 Oliver Avenue N,55412,3410 Oliver Avenue N 55412
53901,274900.0,11324 Johnson Avenue S.,55437,11324 Johnson Avenue S. 55437
53902,477055.0,5640 Ranier Lane North,55446,5640 Ranier Lane North 55446
53903,395000.0,3531 West Fuller Street,55410,3531 West Fuller Street 55410
53906,352000.0,101 E 25th St,55404,101 E 25th St 55404
53907,409000.0,6104 Beard Avenue S,55410,6104 Beard Avenue S 55410
53908,70000.0,3110 Russell Avenue North,55411,3110 Russell Avenue North 55411
53909,100000.0,3110 Russell Avenue North,55411,3110 Russell Avenue North 55411
53912,266750.0,6757 Shingle Creek Drive N,55445,6757 Shingle Creek Drive N 55445
53913,95000.0,2818 Bryant Ave North,55411,2818 Bryant Ave North 55411
53914,164000.0,1611 Girard Ave N,55411,1611 Girard Ave N 55411
53915,172500.0,3217 24th Avenus South,55406,3217 24th Avenus South 55406
53916,173000.0,646 Buchanan St NE,55413,646 Buchanan St NE 55413
53917,460000.0,5628 15th Ave S,55417,5628 15th Ave S 55417
53918,244500.0,7600 30th Ave N,55427,7600 30th Ave N 55427
53921,245000.0,3951 Zenith Ave. N.,55422,3951 Zenith Ave. N. 55422
53922,475000.0,5136 13th Avenue S,55417,5136 13th Avenue S 55417
53923,138800.0,2924 25th Street E,55406,2924 25th Street E 55406
53924,240000.0,4024 Portland Avenue South,55407,4024 Portland Avenue South 55407
53925,295000.0,2624 Essex Street Southeast,55414,2624 Essex Street Southeast 55414
53926,246000.0,11008 Perry Ave n,55316,11008 Perry Ave n 55316
53928,250000.0,5617 16th Avenue S,55417,5617 16th Avenue S 55417
53929,775000.0,3014 Wild Flower Trail,55340,3014 Wild Flower Trail 55340
53930,195000.0,3849 Bloomington Avenue,55407,3849 Bloomington Avenue 55407
53931,244500.0,4008 Oakland Street,55375,4008 Oakland Street 55375
53932,181000.0,1074 12th Avenue SE,55414,1074 12th Avenue SE 55414
53933,1490000.0,4888 W  Lake Harriet Pkwy,55410,4888 W  Lake Harriet Pkwy 55410
53934,201000.0,3521 Washburn Ave N,55412,3521 Washburn Ave N 55412
53936,502000.0,4906 Lyndale Ave S,55419,4906 Lyndale Ave S 55419
53938,225000.0,3025 Longfellow Lane,55364,3025 Longfellow Lane 55364
53939,390000.0,11845 Bass Lake Road,55442,11845 Bass Lake Road 55442
53940,223000.0,3925 Alabama Avenue S.,55416,3925 Alabama Avenue S. 55416
53941,137800.0,2915 Aldrich Avenue N,55411,2915 Aldrich Avenue N 55411
53942,418000.0,10917 Humboldt Avenue South,55431,10917 Humboldt Avenue South 55431
53945,250000.0,3222 Stinson Blvd NE,55418,3222 Stinson Blvd NE 55418
53946,2176450.0,4811 Bywood West,55436,4811 Bywood West 55436
53951,320000.0,14125 Vale Court,55346,14125 Vale Court 55346
53952,250000.0,3848 37th Ave S,55406,3848 37th Ave S 55406
53953,308700.0,1295 Sycamore Lane North,55441,1295 Sycamore Lane North 55441
53955,274000.0,5720 45th Avenue South,55417,5720 45th Avenue South 55417
53958,243600.0,6637 Vincent Avenue S,55423,6637 Vincent Avenue S 55423
53959,250000.0,6929 Chicago Ave,55423,6929 Chicago Ave 55423
53960,228000.0,7208 Newton Avenue S,55423,7208 Newton Avenue S 55423
53962,220000.0,9319 Nicollet Avenue S,55420,9319 Nicollet Avenue S 55420
53964,176000.0,5532 38th Avenue S,55417,5532 38th Avenue S 55417
53965,285400.0,7116 Harriet Avenue,55423,7116 Harriet Avenue 55423
53966,107929.36,6636 Camden Dr,55430,6636 Camden Dr 55430
53970,330000.0,11912 Sunset Trail,55441,11912 Sunset Trail 55441
53972,201000.0,4311 Regent Avenue N,55422,4311 Regent Avenue N 55422
53974,440000.0,8252 Orchid Lane N,55311,8252 Orchid Lane N 55311
53976,156600.0,2302 McNair Avenue,55411,2302 McNair Avenue 55411
53978,412000.0,,55344,
53979,168000.0,4005 Bloomington Avenue,55407,4005 Bloomington Avenue 55407
53980,182000.0,8319 Clinton Avenue S,55420,8319 Clinton Avenue S 55420
53981,299000.0,16520 57th Avenue N,55446,16520 57th Avenue N 55446
53983,30000.0,1025 43rd Avenue N.,55412,1025 43rd Avenue N. 55412
53985,447990.0,,55344,
53986,232000.0,2831 Quebec Avenue S,55426,2831 Quebec Avenue S 55426
53987,350000.0,9402 Partridge Road,55375,9402 Partridge Road 55375
53988,160000.0,115 43rd Street W,55409,115 43rd Street W 55409
53989,620000.0,9541 Virginia Ave S,55438,9541 Virginia Ave S 55438
53990,510000.0,4023 Lynn Avenue,55416,4023 Lynn Avenue 55416
53992,501000.0,15716 Willowood Drive,55345,15716 Willowood Drive 55345
53994,270000.0,1675 Evergreen Lane North,55441,1675 Evergreen Lane North 55441
53995,405000.0,19365 Mystique Drive,55340,19365 Mystique Drive 55340
53997,280000.0,4635 Lake Sarah Road,55359,4635 Lake Sarah Road 55359
53998,283000.0,2748 Quentin Ave.,55416,2748 Quentin Ave. 55416
53999,5100.0,4133 Colfax Avenue North,55412,4133 Colfax Avenue North 55412
54001,240000.0,6976 W 84th Street Circle,55438,6976 W 84th Street Circle 55438
54002,399900.0,1232 Cartway Road N,55316,1232 Cartway Road N 55316
54003,409900.0,11997 88th Ave N,55369,11997 88th Ave N 55369
54005,246900.0,4162 Maplewood Road,55375,4162 Maplewood Road 55375
54006,156100.0,3920 Webster Avenue South,55416,3920 Webster Avenue South 55416
54009,329000.0,2725 Ethel  Ave,55391,2725 Ethel  Ave 55391
54010,227000.0,150 E. 84th Street,55420,150 E. 84th Street 55420
54011,189000.0,1400 72nd Avenue North,55430,1400 72nd Avenue North 55430
54013,160000.0,6929 Indiana Ave N,55429,6929 Indiana Ave N 55429
54014,368500.0,16431 26th Ave. No.,55447,16431 26th Ave. No. 55447
54016,410000.0,2900 Major Ave.,55422,2900 Major Ave. 55422
54017,304000.0,3501 Cedar Ave S,55407,3501 Cedar Ave S 55407
54018,171250.0,"3506 Fillmore St., NE",55418,"3506 Fillmore St., NE 55418"
54020,305000.0,2740 Queensland Ln N,55447,2740 Queensland Ln N 55447
54021,310000.0,12068 84th Ave. N.,55369,12068 84th Ave. N. 55369
54022,340000.0,5133 13th Ave South,55417,5133 13th Ave South 55417
54023,409900.0,14920 McGinty Road W,55391,14920 McGinty Road W 55391
54024,332500.0,8861 Kilbirnie Terrace,55443,8861 Kilbirnie Terrace 55443
54026,179550.0,4149 Longfellow Avenue,55407,4149 Longfellow Avenue 55407
54029,443250.0,6201 Parnell Ave,55424,6201 Parnell Ave 55424
54030,255000.0,4132 Vernon Avenue S #A 100,55416,4132 Vernon Avenue S #A 100 55416
54031,156000.0,8888 Cottonwood Ln N,55369,8888 Cottonwood Ln N 55369
54032,194900.0,4424 Stevens Avenue South,55419,4424 Stevens Avenue South 55419
54034,328500.0,6713 Amherst Lane,55346,6713 Amherst Lane 55346
54035,173400.0,,55428,
54036,322600.0,,55124,
54037,240000.0,3325 - 21st Avenue S.,55407,3325 - 21st Avenue S. 55407
54040,284900.0,9079 Glacier Road,55375,9079 Glacier Road 55375
54041,551000.0,5816 Emerson Avenue S,55419,5816 Emerson Avenue S 55419
54042,180000.0,4717 Brookdale Drive North,55443,4717 Brookdale Drive North 55443
54043,73000.0,"165 15th Avenue NE,",55413,"165 15th Avenue NE, 55413"
54045,448500.0,10091 Homeward Hills Road,55347,10091 Homeward Hills Road 55347
54048,364700.0,5901 99th Street,55438,5901 99th Street 55438
54049,180000.0,5913 Colfax Avenue North,55430,5913 Colfax Avenue North 55430
54050,1665000.0,4812 Maple Rd.,55424,4812 Maple Rd. 55424
54051,147100.0,6611 45th Avenue N,55428,6611 45th Avenue N 55428
54052,160000.0,8243 Brunswick Circle N,55443,8243 Brunswick Circle N 55443
54053,288000.0,5420 13th Avenue S,55417,5420 13th Avenue S 55417
54054,620000.0,10473 Purdey Road,55347,10473 Purdey Road 55347
54055,250000.0,10223 Berkshire Road,55437,10223 Berkshire Road 55437
54056,1575000.0,4604 Moorland Ave,55424,4604 Moorland Ave 55424
54057,85000.0,3314 Bryant Ave N,55423,3314 Bryant Ave N 55423
54059,250000.0,11302 Lorry Lane,55305,11302 Lorry Lane 55305
54060,165000.0,3631 Vincent Avenue N,55412,3631 Vincent Avenue N 55412
54061,595000.0,2672 Wilshire Blvd,55364,2672 Wilshire Blvd 55364
54062,247000.0,3334 Benjamin Street NE,55418,3334 Benjamin Street NE 55418
54063,331000.0,4137 Harriet Avenue,55409,4137 Harriet Avenue 55409
54064,353000.0,5839 Thomas Avenue South,55410,5839 Thomas Avenue South 55410
54065,682000.0,1551 Linner Rd,55391,1551 Linner Rd 55391
54066,435000.0,9583 Marshall Road,55347,9583 Marshall Road 55347
54067,260000.0,3010 Arthur St NE,55418,3010 Arthur St NE 55418
54068,240000.0,4249 13th Avenue South,55407,4249 13th Avenue South 55407
54069,247500.0,10031 Girard Avenue South,55431,10031 Girard Avenue South 55431
54070,290000.0,5333 Park Avenue,55417,5333 Park Avenue 55417
54071,524500.0,2833 Mayfield Road,55391,2833 Mayfield Road 55391
54072,470000.0,3221 42nd Avenue S,55406,3221 42nd Avenue S 55406
54073,715000.0,16296 74th Place N,55311,16296 74th Place N 55311
54074,569430.0,6457 Bridle Path,55340,6457 Bridle Path 55340
54076,365000.0,5099 Yuma Lane N.,55446,5099 Yuma Lane N. 55446
54078,625000.0,3064 Wild Flower Trail,55340,3064 Wild Flower Trail 55340
54079,216000.0,7201 Valley Place,55427,7201 Valley Place 55427
54080,117500.0,3027 Newton Avenue N,55411,3027 Newton Avenue N 55411
54081,285000.0,17640 24th Avenue N,55447,17640 24th Avenue N 55447
54082,227000.0,3709 18th Avenue S,55407,3709 18th Avenue S 55407
54083,212000.0,608 Oliver Ave S,55405,608 Oliver Ave S 55405
54086,364000.0,339 Chester St,55419,339 Chester St 55419
54087,533700.0,11009 Purdey Road,55347,11009 Purdey Road 55347
54089,250000.0,3022 Independence Cir N,55427,3022 Independence Cir N 55427
54090,240000.0,6720 Bloomington Avenue,55423,6720 Bloomington Avenue 55423
54091,340000.0,4226 33rd Ave. S.,55406,4226 33rd Ave. S. 55406
54092,430000.0,7011 W 113th Street,55438,7011 W 113th Street 55438
54093,415000.0,24063 135TH AVE NO,55374,24063 135TH AVE NO 55374
54094,251500.0,5609 Nicollet Avenue,55419,5609 Nicollet Avenue 55419
54095,235000.0,21800 Maple Avenue,55374,21800 Maple Avenue 55374
54096,256000.0,3105 Salem Avenue South,55416,3105 Salem Avenue South 55416
54097,212000.0,5204 Scott Trail,55422,5204 Scott Trail 55422
54098,615000.0,18699 Magenta Bay,55347,18699 Magenta Bay 55347
54099,190000.0,9044 Park Ave S,55420,9044 Park Ave S 55420
54100,374743.0,7250 Green Ridge Dr,55346,7250 Green Ridge Dr 55346
54101,415000.0,5929 York Avenue South,55410,5929 York Avenue South 55410
54103,190000.0,1808 E 38th Street,55407,1808 E 38th Street 55407
54104,940000.0,4541 Beard Avenue S,55410,4541 Beard Avenue S 55410
54106,190000.0,345 Independenc Avenue North,55316,345 Independenc Avenue North 55316
54108,840000.0,2006 Penn Avenue S,55405,2006 Penn Avenue S 55405
54110,1262000.0,4339 Wilshire Boulevard,55364,4339 Wilshire Boulevard 55364
54112,209000.0,1810 41st Street East,55407,1810 41st Street East 55407
54113,248400.0,5524 83rd Avenue N,55443,5524 83rd Avenue N 55443
54114,266000.0,13976 Orchid Avenue,55374,13976 Orchid Avenue 55374
54115,522000.0,315 Cloverleaf Drive,55422,315 Cloverleaf Drive 55422
54116,130255.0,807 74 1/2 Avenue North,55444,807 74 1/2 Avenue North 55444
54117,210000.0,6141 Creek View Trail,55345,6141 Creek View Trail 55345
54118,229900.0,3039 Utah Avenue South,55426,3039 Utah Avenue South 55426
54119,270000.0,4064 Ensign Ave. N.,55427,4064 Ensign Ave. N. 55427
54120,705000.0,6132 Artic Way,55436,6132 Artic Way 55436
54121,135000.0,6325 Vera Cruz Lane,55429,6325 Vera Cruz Lane 55429
54122,232900.0,6525 Irving Avenue S,55423,6525 Irving Avenue S 55423
54123,299900.0,8049 Lanewood Lane N,55311,8049 Lanewood Lane N 55311
54125,177500.0,3326 Colfax Ave. N,55412,3326 Colfax Ave. N 55412
54126,380000.0,8600 Vagabond Lane N.,55311,8600 Vagabond Lane N. 55311
54127,500000.0,8084 Crescent Court,55347,8084 Crescent Court 55347
54130,235000.0,2013 Georgia Ave S,55426,2013 Georgia Ave S 55426
54131,510000.0,5425 Mount Normandale Curve,55437,5425 Mount Normandale Curve 55437
54132,557000.0,8883 Hidden Oaks Drive,55344,8883 Hidden Oaks Drive 55344
54133,200000.0,7610 16th Ave S,55423,7610 16th Ave S 55423
54134,436000.0,4800 Minnesota Lane North,55446,4800 Minnesota Lane North 55446
54136,290000.0,9481 Scott St.,55373,9481 Scott St. 55373
54137,255000.0,7610 16th Ave S,55423,7610 16th Ave S 55423
54138,238000.0,5059 Penn Avenue North,55430,5059 Penn Avenue North 55430
54139,237500.0,3233 Sumter Ave. S.,55426-3612,3233 Sumter Ave. S. 55426-3612
54141,345300.0,2345 Sumter Avenue So.,55426,2345 Sumter Avenue So. 55426
54142,490000.0,6399 Garland Lane N.,55311,6399 Garland Lane N. 55311
54143,397500.0,,55340,
54144,605000.0,5115 Upland Lane N.,55446,5115 Upland Lane N. 55446
54146,223000.0,1525 Hillside Ave N,55411,1525 Hillside Ave N 55411
54147,361000.0,1850 Hampshire Lane N,55427,1850 Hampshire Lane N 55427
54148,690000.0,5825 Russell Avenue S,55410,5825 Russell Avenue S 55410
54150,462000.0,5413 York Avenue S,55410,5413 York Avenue S 55410
54151,420000.0,5225 Grandview Square #410,55436,5225 Grandview Square #410 55436
54152,205000.0,3833 2nd Ave. S,55409,3833 2nd Ave. S 55409
54153,397500.0,9944 Little Rd,55437,9944 Little Rd 55437
54155,225000.0,1935 Aquila Avenue N,55437,1935 Aquila Avenue N 55437
54156,475000.0,"618 Washington Avenue N, Unit 405",55439,"618 Washington Avenue N, Unit 405 55439"
54157,322950.0,6764 Amherst Lane,55346,6764 Amherst Lane 55346
54158,230000.0,610 Park Valley Drive W,55343,610 Park Valley Drive W 55343
54159,203000.0,11090 Douglas Drive N,55316,11090 Douglas Drive N 55316
54160,194000.0,7398 Rosewood Lane N,55369,7398 Rosewood Lane N 55369
54161,306000.0,12429 Elm Parkway,55374,12429 Elm Parkway 55374
54162,67500.0,9413 Unity Lane N,55443,9413 Unity Lane N 55443
54164,220000.0,13940 52nd Avenue N,55446,13940 52nd Avenue N 55446
54165,277000.0,11315 37th Ave N,55441,11315 37th Ave N 55441
54166,305000.0,4044 13th Avenue South,55407,4044 13th Avenue South 55407
54168,247500.0,3209 Georgia Avenuse S,55426,3209 Georgia Avenuse S 55426
54169,112900.0,2627 Oliver Ave N,55411,2627 Oliver Ave N 55411
54170,260000.0,,55126,
54172,312000.0,3204 41st Avenue S.,55406,3204 41st Avenue S. 55406
54173,513500.0,11551 Raspberry Hill Road,55344,11551 Raspberry Hill Road 55344
54174,80000.0,5201 Emerson Avenue North,55430,5201 Emerson Avenue North 55430
